AUC,AUPR,SPE,SEN,PRE,ACC,F1
0.559712413,0.519178289,0.160967473,0.942452043,0.529026217,0.551709758,0.677661169
0.553140468,0.512432988,0.160401003,0.943656093,0.529384219,0.552192067,0.678266087
0.558704781,0.515125562,0.159015025,0.943262411,0.528765201,0.55122053,0.677656227
0.558078227,0.522707513,0.160617438,0.941201001,0.528695245,0.550990615,0.677066147
0.560096857,0.524221604,0.161101836,0.941569282,0.52883263,0.551335559,0.677274092
0.554927097,0.517370142,0.15471226,0.944537114,0.527726002,0.549624687,0.677130045
0.558171818,0.518295066,0.160751566,0.940709812,0.528501056,0.550730689,0.676779814
0.553626998,0.512061851,0.161317216,0.941618015,0.528805621,0.551386283,0.677264547
0.558196877,0.514338906,0.159365874,0.942035029,0.528544689,0.550782065,0.677158273
0.553877745,0.510836176,0.160066694,0.940366972,0.528103044,0.550135501,0.676364727
0.552152162,0.511506316,0.152627189,0.947873228,0.527990708,0.550250209,0.678203789
0.555827143,0.516174267,0.159233014,0.942452043,0.528407762,0.550760892,0.677153558
0.557989414,0.516976571,0.160617438,0.942869058,0.529136438,0.551824818,0.677859391
0.557778645,0.517042133,0.154776804,0.944096788,0.527628818,0.549436796,0.676936883
0.554301961,0.509096126,0.160967473,0.941593659,0.528695245,0.551199166,0.677167717
0.552100785,0.510966842,0.160967473,0.939141309,0.528253224,0.550135501,0.676170468
0.559200965,0.516199073,0.154906054,0.945325543,0.528095127,0.550198288,0.6776365
0.556928,0.512163858,0.161801501,0.939532944,0.528501056,0.550667223,0.676475004
0.557394955,0.516113946,0.160483535,0.942892872,0.528999065,0.551688203,0.677752809
0.558693508,0.518331239,0.15908142,0.944490818,0.529109189,0.551868086,0.678255657
0.552704441,0.515004569,0.161101836,0.939899833,0.528390427,0.550500835,0.676479423
0.557069581,0.515074848,0.152690864,0.946182728,0.52756455,0.549436796,0.677419355
0.557317719,0.51250412,0.15506461,0.945833333,0.528275541,0.550531361,0.677915485
0.557196548,0.517656623,0.161869003,0.939507718,0.528514433,0.55068836,0.676479423
0.560461402,0.513070247,0.161451815,0.941618015,0.529053421,0.551616267,0.677467747
0.555823814,0.512937211,0.159432387,0.940759282,0.528226751,0.550177342,0.676567657
0.555725174,0.51496334,0.161666667,0.939166667,0.528363807,0.550416667,0.676267627
