AUC,AUPR,SPE,SEN,PRE,ACC,F1
0.808360026,0.819238948,0.70212766,0.789649416,0.726016884,0.745879407,0.756497401
0.80793298,0.824464731,0.693783897,0.783479349,0.71898928,0.738631623,0.74985027
0.816742605,0.8243804,0.711064718,0.79039666,0.732301741,0.750730689,0.760240964
0.819317247,0.832203089,0.762740184,0.759398496,0.761944677,0.76106934,0.760669456
0.82053988,0.831627678,0.747913189,0.76647206,0.752661753,0.757196496,0.759504132
0.806208539,0.813123123,0.675281367,0.808927826,0.7133922,0.742076731,0.758162268
0.815279072,0.823359521,0.741760534,0.764386989,0.747553018,0.753076121,0.755876289
0.816004883,0.826575033,0.700041719,0.791405924,0.725152905,0.745723821,0.756832236
0.81190113,0.818139932,0.707011686,0.788814691,0.729166667,0.747913189,0.757818765
0.8072117,0.814907523,0.72852377,0.76293823,0.737394111,0.745723821,0.749948718
0.822733087,0.82970552,0.736644407,0.7782881,0.747094188,0.757461908,0.762372188
0.810418852,0.818946974,0.651647893,0.80908712,0.699207493,0.730400334,0.750144928
0.806518203,0.812772802,0.652627189,0.805254379,0.698625181,0.728940784,0.748159628
0.814622115,0.821873424,0.671261487,0.810517529,0.711615977,0.74091858,0.757853659
0.807591989,0.817403647,0.686978297,0.789737171,0.716231555,0.738368454,0.751190476
0.815512371,0.827550389,0.755944931,0.76146789,0.75736209,0.758706986,0.759409441
0.805327326,0.817689567,0.724540902,0.769616027,0.736421725,0.747078464,0.752653061
0.808001838,0.812049948,0.722685571,0.7764804,0.736842105,0.749582986,0.756142132
0.809187721,0.822764051,0.713569937,0.774530271,0.730027548,0.744050104,0.751620746
0.806298652,0.821802855,0.698207586,0.786071726,0.722499042,0.742130498,0.752945876
0.800710281,0.809304901,0.700876095,0.779816514,0.722844994,0.740354536,0.750250752
0.812789837,0.822311645,0.683201334,0.801918265,0.716734998,0.742547425,0.756937611
0.816163525,0.827851553,0.680567139,0.808590492,0.716820702,0.744578816,0.75994513
0.818188771,0.82880245,0.731554815,0.775646372,0.742811502,0.753595997,0.758873929
0.805996723,0.810198103,0.739674593,0.759799833,0.744889616,0.749739312,0.752270851
0.800874894,0.804308455,0.700876095,0.783896537,0.723805855,0.742386316,0.752653715
0.821999142,0.831184533,0.719766472,0.789319983,0.737909516,0.754535975,0.762749446
0.814040184,0.821182971,0.678899083,0.808253439,0.715762274,0.743589744,0.759201253
0.809536336,0.816765934,0.738622129,0.761686144,0.744594043,0.750156544,0.753043119
0.819963258,0.832827957,0.745621351,0.773978315,0.752635848,0.759799833,0.763157895
0.815990441,0.824558929,0.74947895,0.768236765,0.754091653,0.758857857,0.761098493
0.801781849,0.806228272,0.687682672,0.793823038,0.717735849,0.740763932,0.753864447
0.813287519,0.827995716,0.699916528,0.788814691,0.724415485,0.744365609,0.755244755
0.807772074,0.818139451,0.754693367,0.746349604,0.752629365,0.750521485,0.74947633
0.806294463,0.815976613,0.694872864,0.7875,0.720823799,0.741196083,0.752688172
0.8092747,0.820952677,0.726324572,0.767626199,0.737179487,0.746975386,0.752094829
0.80627943,0.810590924,0.675427618,0.788990826,0.708614232,0.732221064,0.74664562
0.815481476,0.829528571,0.694490818,0.801001252,0.7239819,0.747757146,0.760546643
0.812484896,0.819208637,0.710833333,0.783333333,0.73038073,0.747083333,0.75593084
