AUC,AUPR,SPE,SEN,PRE,ACC,F1
0.870236596,0.869236472,0.818295739,0.800083472,0.81505102,0.809185804,0.807497894
0.861029159,0.866511549,0.858931553,0.75844806,0.8432282,0.808679324,0.798594333
0.857831394,0.860981221,0.816437213,0.78148457,0.809853068,0.798957247,0.795415959
0.8552812,0.857113519,0.805926544,0.785475793,0.801874734,0.795701169,0.793590555
0.861251488,0.855989594,0.839449541,0.770642202,0.827586207,0.805045872,0.798099762
0.860412219,0.86666765,0.867640919,0.751983299,0.8503305,0.809812109,0.79813871
0.868053689,0.87186768,0.85702376,0.771893244,0.84366454,0.814467375,0.806184669
0.8560934,0.854427502,0.81268252,0.780233528,0.806465517,0.79645464,0.793132683
0.857513782,0.863025119,0.823676532,0.773978315,0.814392277,0.798832604,0.793671157
0.8727119,0.876734184,0.848206839,0.785654712,0.838078292,0.816930776,0.811020232
0.862697517,0.868003015,0.804501876,0.791075897,0.801775148,0.797790286,0.796389589
0.855684911,0.854408525,0.820191907,0.775229358,0.811790393,0.797705944,0.793088737
0.855554738,0.855664085,0.872757614,0.743846475,0.853927203,0.808302044,0.79509476
0.867695684,0.868473546,0.831526272,0.783896537,0.82303986,0.807716371,0.802991453
0.86362802,0.864367465,0.874895746,0.753647353,0.857685009,0.814258912,0.802307522
0.853083079,0.856319586,0.800835073,0.785058431,0.797709924,0.792945105,0.791333614
0.852272119,0.86153213,0.825271059,0.768140117,0.814683768,0.796705588,0.790727624
0.861329778,0.863568204,0.820758649,0.780325135,0.813205908,0.800541892,0.796426292
0.849225222,0.852786935,0.855949896,0.747495826,0.838483146,0.801711542,0.790379523
0.857744613,0.867608961,0.843071786,0.763355593,0.829478458,0.803213689,0.795044556
0.85849594,0.861985662,0.827284105,0.784313725,0.819529207,0.805798915,0.801534854
0.862195707,0.867205591,0.858274281,0.759583333,0.842810911,0.808918525,0.799035722
0.862295711,0.865167309,0.84188569,0.776387151,0.830803571,0.809136421,0.802674143
0.857062258,0.859105361,0.838548185,0.758965805,0.824648845,0.798748697,0.790445168
0.865906918,0.873182057,0.860183639,0.760116813,0.844691701,0.810139787,0.80017567
0.864401389,0.864410801,0.819583333,0.780833333,0.81231036,0.800208333,0.796260888
